Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260307""","=""9780618260300""",5,4.27,Houghton Mifflin,Paperback,366,2002,1937,,2013/03/20,,,read,,,,1,,,0,,,,,
5941055,The Curious Case of Benjamin Button and Six Other Stories,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0141190191""","=""9780141190198""",0,3.69,Penguin Books Ltd,Paperback,202,2008,1921,,2013/03/20,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",4,3.95,NAL,Paperback,122,2003,1945,,2013/03/20,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",4,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2013/03/20,,,read,,,,1,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0451529308""","=""9780451529305""",4,4.09,Signet Classics,Paperback,449,2004,1868,,2013/03/20,,,read,,,,1,,,0,,,,,
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Mehmet Özgül","=""1600964338""","=""9781600964336""",4,4.08,Waking Lion Press,Paperback,86,2006,1886,,2013/03/20,,,read,,,,1,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",4,4.08,Dial Press,Paperback,275,1999,1969,,2013/03/20,,,read,,,,1,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",3,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2013/03/20,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.81,Back Bay Books,Paperback,277,2001,1951,,2013/03/20,,,read,,,,1,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.14,Simon & Schuster,Hardcover,627,2011,2011,,2013/03/20,,,read,,,,1,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.20,Gallery Books,Paperback,288,1998,1936,,2013/03/20,,,read,,,,1,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316010669""","=""9780316010665""",4,3.94,Back Bay Books,Paperback,296,2007,2005,,2013/03/20,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",3,3.92,Scribner,Paperback,200,2004,1925,,2013/03/20,,,read,,,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.16,"Little, Brown and Company",Hardcover,309,2008,2008,,2013/03/20,,,read,,,,1,,,0,,,,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",4,3.97,Back Bay Books,Paperback,301,2002,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",4,4.12,Free Press,Paperback,372,2004,1989,,2013/03/20,,,read,,,,1,,,0,,,,,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",4,4.05,North River Press,Paperback,384,2004,1984,,2013/03/20,,,read,,,,1,,,0,,,,,
7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,"Burpo, Todd",Lynn Vincent,"=""0849946158""","=""9780849946158""",5,4.01,Thomas Nelson,Paperback,162,2010,2010,,2013/03/20,,,read,,,,1,,,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.38,Riverhead Books,Hardcover,372,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",Berliani M. Nugrahani,"=""""","=""""",5,4.30,Riverhead Books,Paperback,371,2004,2003,,2013/03/20,,,read,,,,1,,,0,,,,,
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,"Ellis, Joseph J.",,"=""0375705244""","=""9780375705243""",3,3.93,Vintage Books,Paperback,288,2002,2000,,2013/03/20,,,read,,,,1,,,0,,,,,
2767,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",2,4.07,Harper Perennial,Paperback,729,2005,1980,,2013/03/20,,,read,,,,1,,,0,,,,,
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",5,3.98,Penguin,Hardcover,534,2012,2012,,2013/03/20,,,read,,,,1,,,0,,,,,
15893686,The Complete Thinker: The Marvelous Mind of G.K. Chesterton,Dale Ahlquist,"Ahlquist, Dale",,"=""1586176757""","=""9781586176754""",4,4.36,Ignatius Press,Paperback,255,2012,2012,,2013/03/20,,,read,,,,1,,,0,,,,,
9328314,On China,Henry Kissinger,"Kissinger, Henry",,"=""1594202710""","=""9781594202711""",4,4.15,"Penguin Press HC, The",Hardcover,608,2011,2011,,2013/03/20,,,read,,,,1,,,0,,,,,
52309,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin",Lewis Gaston Leary,"=""0743255062""","=""9780743255066""",4,3.84,Touchstone,Paperback,143,2004,1791,,2013/03/20,,,read,,,,1,,,0,,,,,
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""""","=""""",4,4.34,Hill & Wang,Paperback,115,2006,1956,,2013/03/20,,,read,,,,1,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",5,4.12,Simon  Schuster,Hardcover,675,2007,2007,,2013/03/20,,,read,,,,1,,,0,,,,,
